"","CON02_T2","CON05_T2","CON06_T2","CON07_T2","CON08_T2","CON09_T2","CON10_T2","CON11_T2","CON12_T2","CON13_T2","CON14_T2","CON17_T2","CON18_T2","CON19_T2","CON20_T2","CON21_T2","CON22_T2"
"LINC01433",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"LINC01435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01436",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01446",0,0,0,0,4,0,1,1,0,0,0,2,0,1,0,0,0
"LINC01447",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"LINC01448",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01451",14,31,39,22,63,32,12,36,11,29,35,32,24,77,28,41,16
"LINC01455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01460",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01465",10,2,3,3,7,7,2,0,0,1,6,9,2,8,3,3,2
"LINC01467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01473",15,7,2,6,14,8,3,3,0,3,2,6,4,5,3,2,5
"LINC01474",0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,1,0
"LINC01475",0,2,0,0,0,0,0,0,0,2,1,0,1,0,3,0,0
"LINC01476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01478",1,0,0,0,0,2,0,0,0,0,2,4,1,1,0,0,0
"LINC01479",3,1,2,0,2,1,1,0,0,0,0,4,1,4,0,4,2
"LINC01480",68,49,38,32,114,58,18,21,14,43,82,134,101,71,24,67,21
"LINC01482",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
"LINC01483",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"LINC01484",0,0,0,0,2,0,0,5,0,0,0,3,0,0,3,0,0
"LINC01485",0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,2
"LINC01486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01498",4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"LINC01499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01500",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01501",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LINC01502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01503",105,95,108,69,101,107,100,187,29,48,95,114,108,70,107,119,62
"LINC01504",85,47,48,53,122,64,34,55,19,37,108,114,101,67,51,98,18
"LINC01505",1,3,10,11,7,3,1,0,2,3,4,5,11,10,7,13,1
"LINC01506",114,50,74,37,89,57,73,214,75,147,41,73,85,157,51,93,21
"LINC01507",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"LINC01508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01509",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LINC01511",14,2,1,3,0,0,0,0,0,1,0,0,0,4,0,1,1
"LINC01514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01515",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"LINC01516",0,4,1,2,0,0,0,4,0,0,2,0,0,0,0,0,0
"LINC01517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01518",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01521",21,4,12,22,14,5,12,10,0,14,6,18,22,18,13,12,4
"LINC01522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01524",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LINC01525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01526",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"LINC01527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01531",0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,1
"LINC01532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01535",11,5,2,2,9,8,5,1,0,1,12,8,10,2,1,2,1
"LINC01537",1,0,1,0,1,0,0,1,0,0,3,0,3,0,2,5,0
"LINC01538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01539",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LINC01541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01543",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"LINC01544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01547",8,5,8,5,14,19,8,8,3,4,6,11,11,10,4,8,10
"LINC01548",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"LINC01549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01550",441,157,186,132,389,235,268,126,61,93,206,491,436,251,173,206,133
"LINC01551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01554",5,2,4,0,6,4,1,4,1,0,8,4,6,6,3,10,2
"LINC01555",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"LINC01556",0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"LINC01559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01560",55,20,27,29,72,29,44,37,5,30,47,67,44,68,42,34,20
"LINC01561",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01562",2,1,3,0,1,0,2,0,1,2,1,2,6,4,3,4,0
"LINC01563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"LINC01566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01567",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LINC01569",81,47,78,35,79,32,77,50,11,37,67,113,103,63,38,65,39
"LINC01570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01572",4,2,2,0,13,7,2,2,0,0,14,8,12,4,3,6,0
"LINC01574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01579",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"LINC01581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01585",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"LINC01586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01588",364,275,213,246,508,275,322,181,57,176,242,594,523,434,228,293,163
"LINC01589",1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC01591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01597",10,0,3,7,29,26,17,5,0,12,8,35,39,9,8,21,9
"LINC01600",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"LINC01602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01605",3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"LINC01606",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LINC01607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01608",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01610",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"LINC01611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01612",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01614",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LINC01615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01618",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"LINC01619",45,45,35,21,91,31,54,20,7,36,27,63,52,33,28,29,15
"LINC01620",0,0,0,0,1,0,4,0,1,0,0,0,1,1,1,0,0
"LINC01621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01623",1,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0,0
"LINC01624",13,19,10,10,42,62,21,4,0,20,24,42,41,37,38,17,17
"LINC01625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01630",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LINC01632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01634",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC01635",1,1,2,0,4,2,4,8,0,3,0,5,5,3,2,6,1
"LINC01637",15,2,12,14,19,3,4,10,2,1,11,23,20,12,6,6,9
"LINC01638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01644",27,14,18,6,13,4,12,4,0,5,3,21,33,11,3,6,5
"LINC01645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01651",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LINC01653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC01656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01659",1,0,0,0,2,0,1,0,0,2,0,0,1,0,0,1,0
"LINC01661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01664",7,4,8,1,2,9,2,8,0,5,4,6,6,9,0,1,2
"LINC01665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01666",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"LINC01667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01668",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
"LINC01670",0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0
"LINC01671",1,1,7,7,8,9,9,5,1,1,2,8,10,1,10,0,9
"LINC01672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01675",2,4,4,5,9,1,11,4,0,2,8,0,7,3,3,2,1
"LINC01676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01678",23,16,24,47,53,17,28,34,23,32,37,40,23,9,18,19,16
"LINC01679",39,15,15,12,23,19,30,23,3,10,19,34,49,29,12,39,7
"LINC01680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01684",15,10,10,3,17,14,3,6,0,10,3,9,20,3,10,4,4
"LINC01685",0,0,0,0,0,0,0,3,1,0,0,2,0,3,0,0,0
"LINC01686",1,2,5,3,0,0,0,0,4,3,1,3,1,3,2,0,1
"LINC01687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01689",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01690",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LINC01691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01694",6,4,3,11,3,7,5,10,1,8,7,9,14,7,7,7,1
"LINC01695",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"LINC01696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01699",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LINC01700",0,0,0,0,0,2,0,0,0,0,0,1,3,0,1,1,1
"LINC01701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01703",2,0,1,2,6,3,2,0,0,1,1,1,2,0,1,0,0
"LINC01704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LINC01712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01719",9,0,2,0,1,1,11,4,0,1,7,5,2,0,21,0,0
"LINC01720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01722",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LINC01723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01724",2,0,2,1,0,0,0,0,0,1,3,0,6,0,0,2,0
"LINC01725",1,2,1,0,2,1,4,1,0,6,1,2,0,4,4,2,0
"LINC01726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01727",2,3,3,4,10,6,4,3,1,0,4,14,5,3,3,3,5
"LINC01728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01730",20,4,11,7,84,17,7,6,3,3,9,30,17,47,37,20,10
"LINC01732",1,2,0,0,9,4,4,0,0,1,4,5,3,1,0,2,2
"LINC01733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01736",6,4,5,2,8,5,0,11,0,12,3,8,7,9,1,4,0
"LINC01737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01743",0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"LINC01744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01747",0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"LINC01748",0,0,1,3,0,1,0,0,0,0,0,1,1,0,3,0,0
"LINC01749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01750",10,4,10,6,14,24,7,12,6,16,1,0,2,6,10,8,4
"LINC01751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01752",1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0
"LINC01753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01754",3,4,2,3,7,0,0,0,0,4,0,1,0,2,4,5,0
"LINC01755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01762",4,13,13,19,17,5,7,5,4,5,19,17,19,10,16,1,3
"LINC01763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01765",6,7,2,12,15,2,4,18,4,10,6,4,2,10,7,10,3
"LINC01766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01770",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01772",71,53,32,70,123,50,49,50,9,28,73,107,81,61,54,33,15
"LINC01774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01775",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LINC01776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01780",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01781",23,4,10,10,27,11,11,34,3,11,7,27,57,18,13,23,1
"LINC01782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01783",2,2,0,0,0,0,8,6,4,0,8,27,20,0,0,0,0
"LINC01784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01786",2,6,7,9,26,17,6,11,2,5,8,26,13,9,17,11,7
"LINC01787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01792",0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
"LINC01794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01798",1,0,0,0,2,0,1,0,0,0,5,0,0,0,0,1,0
"LINC01800",37,33,12,26,56,28,25,18,15,25,28,38,30,56,24,34,20
"LINC01801",32,36,35,49,44,15,34,24,5,8,24,89,53,41,75,21,23
"LINC01802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01804",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01805",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"LINC01806",36,20,26,22,64,52,23,8,5,21,11,6,14,24,23,54,22
"LINC01807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01811",0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0
"LINC01812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01816",3,3,3,9,4,5,9,4,0,2,3,9,3,2,10,5,3
"LINC01817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01819",10,11,5,15,12,12,0,8,1,5,2,12,8,23,17,24,4
"LINC01820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01823",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"LINC01824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01825",6,0,5,0,6,6,5,1,1,0,1,3,10,5,1,4,2
"LINC01826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01829",1,0,0,3,0,0,1,0,1,0,2,2,0,1,0,2,1
"LINC01830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01831",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LINC01832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01833",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"LINC01834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01836",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LINC01837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
