"","CON02_T2","CON05_T2","CON06_T2","CON07_T2","CON08_T2","CON09_T2","CON10_T2","CON11_T2","CON12_T2","CON13_T2","CON14_T2","CON17_T2","CON18_T2","CON19_T2","CON20_T2","CON21_T2","CON22_T2"
"TP53INP2",427,380,272,481,322,444,589,458,239,588,514,543,424,1224,284,1090,214
"TP53RK",861,539,559,523,1087,740,552,414,143,356,520,968,1027,786,503,694,285
"TP53RK-DT",0,2,2,0,0,1,2,1,0,1,1,3,0,0,0,2,0
"TP53TG1",247,61,90,47,156,79,90,91,22,72,71,163,153,128,104,128,40
"TP53TG3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TP53TG3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TP53TG3C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TP53TG3D",0,3,0,0,3,3,4,1,0,6,0,1,0,6,6,0,5
"TP53TG3E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TP53TG3F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TP53TG3GP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TP53TG3HP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TP53TG5",0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
"TP63",8,11,5,5,10,2,16,14,6,11,9,24,13,7,9,19,5
"TP73",38,4,5,8,94,3,8,11,18,5,15,12,9,5,3,7,1
"TP73-AS2",0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
"TP73-AS3",1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1
"TPBG",6,9,11,8,7,6,6,4,0,2,2,5,9,5,2,2,9
"TPBGL",6,1,6,2,6,3,2,2,0,1,4,6,3,5,2,11,6
"TPBGL-AS1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"TPCN1",1312,1382,1544,1003,1941,1089,1073,875,265,639,1386,2189,1667,1461,954,1297,605
"TPCN2",438,533,581,525,939,425,423,417,145,331,508,746,669,910,346,704,286
"TPD52",656,365,304,455,744,458,285,400,135,323,417,825,794,718,459,525,195
"TPD52L1",0,0,1,0,2,1,2,0,0,0,5,0,2,12,2,1,0
"TPD52L2",3605,3069,3245,2674,3505,3285,3254,4162,1036,3211,4222,4581,3865,5702,3599,4415,1851
"TPD52L3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPGS1",308,187,274,181,195,216,223,199,42,157,255,268,304,194,219,196,126
"TPGS2",1735,1396,1140,1579,1288,1101,1402,1050,595,638,1466,1275,1243,1221,1308,1114,1324
"TPH1",23,29,18,19,62,16,21,20,0,6,7,24,60,44,37,32,19
"TPH2",0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"TPI1",9165,5145,5949,4016,5881,7125,4753,5999,1578,3717,6271,8778,8957,6462,4579,7514,3106
"TPI1P1",9,3,9,6,9,3,2,3,2,1,4,5,9,1,0,1,1
"TPI1P2",3,2,9,0,10,1,4,2,1,4,17,11,3,1,1,3,2
"TPI1P3",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"TPI1P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPK1",429,355,327,341,564,458,437,337,89,218,285,442,434,469,329,268,196
"TPM1",391,310,356,292,397,482,246,297,102,214,415,594,530,502,537,479,366
"TPM1-AS",0,0,0,3,1,0,3,3,0,1,0,0,1,0,0,1,1
"TPM2",459,368,181,241,697,269,419,192,85,177,320,813,876,265,361,472,119
"TPM2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPM3",19195,11231,11810,10356,15511,15995,11630,13287,3530,9387,16863,20629,19386,16809,12724,17631,7642
"TPM3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPM3P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPM3P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPM3P4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TPM3P5",4,4,2,2,9,5,7,7,1,3,9,5,4,7,0,9,0
"TPM3P6",0,3,0,1,4,2,0,2,0,0,0,2,4,2,1,4,0
"TPM3P7",1,2,0,0,2,0,6,1,0,1,0,0,0,0,0,0,0
"TPM3P8",6,0,0,1,2,0,1,9,0,0,0,1,2,2,2,0,0
"TPM3P9",206,155,158,144,266,135,170,167,63,166,297,464,375,204,92,219,112
"TPM4",5528,4803,5121,5016,5137,5022,4733,6492,1299,2735,5759,7771,7535,6818,6264,6835,3638
"TPM4P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPM4P2",0,0,0,1,1,0,1,0,1,1,0,2,0,1,2,0,0
"TPM4P3",3,3,2,1,0,2,3,3,0,4,0,1,2,1,0,2,2
"TPMT",552,290,348,321,637,407,258,293,94,245,320,666,578,375,300,499,242
"TPMTP1",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TPMTP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPMTP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPMTP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPO",1,4,3,11,6,8,7,0,2,1,0,3,0,5,3,2,1
"TPP1",5478,4540,4617,4663,5725,4443,4075,4193,1290,2847,6055,8205,6449,5380,4378,6748,2533
"TPP2",2063,1481,1160,1239,3019,1712,1505,1044,289,856,1724,2735,2477,1988,1467,1642,757
"TPPP",57,45,47,84,127,48,70,53,15,29,65,65,37,97,81,84,19
"TPPP2",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPPP3",512,354,282,261,410,392,412,479,119,272,289,675,659,314,380,535,255
"TPR",3672,3024,2663,2966,5568,3262,3701,3153,897,2185,3845,4904,4102,4132,2860,4336,1491
"TPRA1",812,531,638,448,695,670,513,556,126,369,613,913,851,569,446,762,308
"TPRG1",34,21,23,38,60,16,34,40,7,19,24,53,67,100,15,101,18
"TPRG1-AS1",7,4,3,2,6,2,3,3,0,6,13,7,6,4,1,1,1
"TPRG1-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"TPRG1L",2635,2113,2110,1935,2054,2142,2084,1956,713,1761,2526,2837,2676,3065,1902,3202,1128
"TPRG1LP1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TPRKB",218,97,110,74,355,149,101,135,34,122,112,235,183,162,114,134,39
"TPRKBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPRKBP2",2,0,1,2,1,3,3,1,0,4,8,7,1,3,0,3,0
"TPRN",352,252,292,220,333,255,238,204,76,134,301,412,371,338,195,322,153
"TPRX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPRX1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPRX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPRXL",0,0,0,5,0,0,2,1,0,0,0,0,2,0,1,3,1
"TPSAB1",4,45,82,26,1,2,1,8,1,11,3,20,14,2,1,5,3
"TPSB2",3,17,29,17,11,9,0,8,2,10,18,10,13,7,2,11,6
"TPSD1",0,1,0,3,0,1,0,0,0,0,0,2,3,0,3,2,0
"TPSG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPSP2",1,0,0,0,3,0,0,1,0,2,0,2,0,0,0,1,0
"TPST1",100,104,91,181,146,175,76,75,47,142,116,142,131,220,89,470,86
"TPST2",2651,1892,1998,2002,2077,2351,1465,1906,541,1325,2213,3068,2978,2830,1910,2795,1179
"TPST2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPT1",49556,15558,38987,17884,76625,25173,20322,27662,12342,28048,11496,24606,35572,36193,21093,38621,13770
"TPT1-AS1",580,398,333,391,907,483,516,203,102,488,601,1217,1099,521,445,789,301
"TPT1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPT1P10",0,0,1,0,3,0,0,4,0,1,4,0,0,0,0,0,0
"TPT1P11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPT1P12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPT1P13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPT1P14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPT1P15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPT1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPT1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPT1P4",3,0,2,0,0,2,0,1,0,2,4,0,2,1,0,4,0
"TPT1P5",1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"TPT1P6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TPT1P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TPT1P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPT1P9",10,5,5,4,2,8,1,2,1,5,1,2,1,1,0,2,4
"TPTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPTE2",0,0,2,1,9,5,1,3,1,1,0,6,2,2,1,2,3
"TPTE2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPTE2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPTE2P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPTE2P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPTE2P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPTE2P5",12,11,8,8,15,11,9,10,1,6,15,20,14,19,12,12,6
"TPTE2P6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TPTE2P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPTEP1",818,983,892,1086,1727,908,867,416,188,711,1489,307,237,724,1468,955,423
"TPTEP2",157,113,87,76,133,69,78,122,25,67,158,168,150,168,102,113,46
"TPX2",82,21,34,52,48,28,18,55,12,30,55,113,67,39,111,67,18
"TRA2A",2887,2257,1977,2102,4235,2306,2332,1918,574,1481,2593,4040,3602,3305,2441,2871,1177
"TRA2B",3920,2135,2166,1964,5160,2990,2133,2083,601,1716,2373,4356,4365,3270,2246,2765,1336
"TRABD",3232,2368,2671,1934,2834,2163,2686,2611,617,1756,2833,3148,3174,2627,1836,2728,905
"TRABD-AS1",48,56,72,31,53,49,49,65,13,38,43,66,50,60,31,46,22
"TRABD2A",3214,1572,1673,1192,3830,2919,2638,1144,402,993,1615,3791,3358,2032,1833,1952,1048
"TRABD2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAC",17266,7856,8301,6487,13500,14549,12348,6819,1946,4305,7690,15963,15770,8757,7607,12401,4250
"TRADD",1811,1138,1208,1009,1579,1428,1463,1290,342,947,1391,1779,1687,1504,1157,1408,567
"TRAF1",2184,1815,1632,1577,3739,1973,1929,1428,261,992,1577,3002,2619,2312,1542,1621,944
"TRAF2",698,492,504,370,695,669,489,397,123,246,525,812,907,612,408,671,293
"TRAF3",1399,1026,945,794,1845,1272,1136,938,268,629,1343,1969,1586,1282,1091,1219,468
"TRAF3IP1",226,133,162,127,230,161,134,82,26,65,158,276,254,232,163,179,77
"TRAF3IP2",600,331,298,290,424,397,345,272,88,222,368,619,623,384,291,466,192
"TRAF3IP2-AS1",57,51,42,35,118,51,65,36,14,42,42,62,70,79,38,40,16
"TRAF3IP3",10994,6471,6209,5511,13451,8848,7038,5515,1418,4062,8089,12829,12416,8152,7093,8643,4050
"TRAF4",499,306,343,350,533,395,267,318,111,240,391,818,751,475,314,491,183
"TRAF5",2102,1488,1277,1282,3280,1850,1425,924,319,882,1414,3102,2948,2058,1471,1476,703
"TRAF6",500,382,360,366,543,381,354,321,113,291,543,652,618,559,372,487,192
"TRAF6P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAF7",1740,1589,1665,1260,1703,1554,1332,1453,379,1037,1861,2193,2011,1881,1440,1861,917
"TRAFD1",2423,1861,1799,1639,1995,2094,2057,2173,950,1753,3175,3388,2934,2565,2504,2700,1171
"TRAIP",61,27,16,13,61,46,24,31,2,32,30,65,52,55,40,31,26
"TRAJ1",5,10,5,10,27,7,29,2,0,3,9,18,24,5,8,10,5
"TRAJ10",6,4,6,0,22,3,4,7,0,5,14,4,2,9,4,3,0
"TRAJ11",4,4,0,2,3,4,1,1,0,3,0,6,4,1,3,0,1
"TRAJ12",11,9,4,10,19,17,4,5,2,13,14,31,10,13,9,6,6
"TRAJ13",2,6,2,0,12,1,3,1,1,2,2,3,4,6,2,1,0
"TRAJ14",6,3,0,1,7,0,3,4,1,0,4,4,1,1,0,4,3
"TRAJ16",7,1,1,3,6,3,4,4,2,0,0,3,2,1,3,0,4
"TRAJ17",12,4,3,3,5,0,4,0,0,0,0,9,14,7,1,4,2
"TRAJ18",22,13,14,11,15,15,20,14,5,7,16,24,29,12,18,13,4
"TRAJ19",5,3,2,2,7,1,7,3,0,0,5,7,6,6,8,1,0
"TRAJ2",8,4,6,0,29,3,30,5,0,8,15,11,15,8,11,9,6
"TRAJ20",0,1,1,0,7,0,2,2,0,3,0,3,2,2,2,0,0
"TRAJ21",0,2,0,0,3,5,0,2,0,1,0,3,2,0,2,2,1
"TRAJ22",5,4,0,0,8,3,6,1,0,0,3,2,4,13,1,0,0
"TRAJ23",9,0,1,4,5,5,7,4,1,2,3,0,0,3,1,5,0
"TRAJ24",4,3,4,1,5,2,5,2,2,0,1,2,0,0,0,1,2
"TRAJ25",0,3,1,4,8,2,4,1,1,2,2,11,1,4,2,1,1
"TRAJ26",5,3,1,2,10,6,3,6,0,4,5,2,3,2,4,6,1
"TRAJ27",2,4,2,7,5,4,9,2,1,0,5,5,3,1,4,7,2
"TRAJ28",4,6,2,2,10,1,8,0,0,1,7,5,5,1,0,5,0
"TRAJ29",1,4,4,0,7,5,3,1,1,1,3,2,3,4,2,4,3
"TRAJ3",4,4,3,1,24,10,23,1,3,5,29,23,24,13,20,0,0
"TRAJ30",2,1,0,0,8,0,1,0,0,0,0,1,0,3,5,0,3
"TRAJ31",12,2,5,2,8,3,5,2,2,2,5,6,8,2,6,12,2
"TRAJ32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAJ33",5,7,1,1,11,0,4,3,0,0,4,3,12,2,3,3,1
"TRAJ34",3,5,5,3,19,7,4,5,1,1,4,9,9,7,7,1,8
"TRAJ35",4,5,4,0,9,3,4,2,0,0,0,15,4,6,3,0,3
"TRAJ36",5,0,2,0,7,4,5,1,0,1,6,3,5,2,2,1,0
"TRAJ37",8,4,1,3,12,10,7,3,0,0,6,17,6,7,8,10,3
"TRAJ38",10,10,1,0,12,6,5,1,0,2,1,14,25,5,5,3,6
"TRAJ39",6,16,4,4,0,7,3,0,2,0,6,7,8,9,5,3,0
"TRAJ4",9,3,2,3,15,1,12,5,0,0,11,31,15,13,8,1,3
"TRAJ40",4,3,1,0,11,0,3,1,0,0,0,2,1,6,3,1,1
"TRAJ41",0,0,2,0,9,2,5,0,0,0,1,3,1,0,1,1,2
"TRAJ42",8,4,3,5,7,4,6,12,2,1,3,5,7,4,4,3,3
"TRAJ43",0,0,2,0,10,0,3,8,0,0,3,1,0,1,0,4,0
"TRAJ44",4,4,9,4,6,2,3,1,0,4,2,14,28,9,6,5,1
"TRAJ45",6,4,9,4,7,7,4,3,0,1,2,20,21,11,1,1,2
"TRAJ46",3,3,2,1,7,1,3,0,0,0,7,6,7,1,2,0,1
"TRAJ47",0,0,1,1,1,1,2,0,0,0,0,1,5,2,0,0,0
"TRAJ48",2,4,1,3,4,2,4,3,0,1,1,3,3,3,2,1,0
"TRAJ49",12,11,4,2,13,18,3,9,0,5,4,11,23,9,7,12,5
"TRAJ5",12,12,6,5,10,2,4,3,0,1,3,14,7,10,7,3,4
"TRAJ50",1,1,0,0,1,0,0,0,1,0,0,1,2,0,0,1,1
"TRAJ51",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TRAJ52",0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1
"TRAJ53",1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,3,0
"TRAJ54",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"TRAJ55",0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"TRAJ56",1,0,2,0,3,0,0,0,0,1,0,0,0,0,2,0,0
"TRAJ57",0,0,0,0,1,4,0,0,0,0,0,2,0,0,2,0,0
"TRAJ58",1,0,0,0,3,0,2,1,0,0,0,2,1,3,0,0,2
"TRAJ59",0,0,2,0,0,0,0,0,2,0,0,4,0,1,0,0,0
"TRAJ6",1,11,4,4,6,3,1,4,1,3,9,8,4,5,6,5,0
"TRAJ60",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAJ61",3,0,3,0,4,1,2,0,0,0,2,0,2,0,1,0,1
"TRAJ7",1,4,1,0,12,2,11,0,0,1,6,3,2,5,8,1,0
"TRAJ8",0,0,0,2,4,0,0,0,0,2,2,6,0,3,3,1,0
"TRAJ9",7,3,5,3,20,3,6,4,0,4,8,12,4,8,13,6,1
"TRAK1",1466,1173,1013,956,1471,1069,1070,1143,321,692,1316,2034,1808,1792,1076,1326,579
"TRAK2",1431,1196,1009,1018,2042,1199,1481,936,477,703,1516,2045,1621,1650,1512,1358,703
"TRAM1",3925,2709,2799,2823,5089,3539,2887,2816,751,2248,2983,5689,5160,3878,3189,4005,1682
"TRAM1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAM2",754,623,468,649,899,543,575,476,99,364,643,1202,943,726,601,726,332
"TRAM2-AS1",42,18,44,20,62,36,43,38,4,31,32,51,55,60,26,42,15
"TRANK1",2657,2908,2433,3174,3784,2485,3002,2541,1168,2315,4848,6025,4382,5132,3750,5455,1344
"TRAP1",1079,800,961,575,1720,1093,781,639,126,459,599,1091,1013,966,594,821,443
"TRAPPC1",3595,2073,2521,1793,2294,2951,2223,2419,718,1602,2967,3425,3298,2904,2335,3508,1379
"TRAPPC10",909,929,696,967,1465,697,743,601,195,417,1052,1702,1430,1479,813,904,433
"TRAPPC11",1045,830,673,716,1437,900,753,832,192,499,1111,1551,1353,1213,765,973,464
"TRAPPC12",1503,973,871,842,1624,1205,1054,1011,306,654,1374,1743,1612,1318,885,1376,618
"TRAPPC12-AS1",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"TRAPPC13",420,277,280,252,634,357,222,270,63,228,219,506,477,382,268,303,127
"TRAPPC13P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC14",2067,1610,1625,1429,2176,1708,2002,1800,587,1590,2301,2650,2210,2518,1399,2777,915
"TRAPPC2",896,705,645,637,1084,724,665,601,127,436,588,1070,992,1110,579,920,320
"TRAPPC2B",63,27,43,29,70,34,16,21,12,29,22,62,70,39,22,63,8
"TRAPPC2L",688,418,481,277,714,532,457,344,138,320,479,798,815,501,378,649,220
"TRAPPC2LP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC2P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC2P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC2P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC2P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC2P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC2P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC2P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC2P9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC3",1590,970,1099,867,1545,1245,994,1069,291,903,1336,1664,1770,1360,1162,1622,607
"TRAPPC3L",17,9,31,38,10,4,11,27,13,12,13,14,19,30,31,28,18
"TRAPPC4",1236,786,650,658,1278,950,709,626,233,557,906,1301,1332,1248,708,1374,422
"TRAPPC5",153,113,132,94,198,100,139,87,48,74,133,174,126,128,166,196,75
"TRAPPC6A",840,549,628,424,789,689,532,541,137,357,523,894,1044,627,401,754,235
"TRAPPC6B",869,562,475,492,1230,575,421,490,136,412,544,832,774,738,553,676,274
"TRAPPC8",1528,1252,1055,1213,2307,1377,1333,1341,343,1150,1688,2155,1855,1974,1264,1711,689
"TRAPPC9",677,457,642,471,634,517,575,535,192,353,654,975,767,782,547,828,253
"TRARG1",7,6,12,1,3,9,2,4,1,2,8,7,5,8,6,5,4
"TRAT1",841,323,541,380,1519,512,532,388,112,310,240,1073,1003,641,469,545,180
"TRAV1-1",102,51,21,34,82,97,51,58,11,44,37,41,39,101,36,72,32
"TRAV1-2",244,184,246,171,202,151,172,119,9,101,150,360,468,201,95,367,103
"TRAV10",92,48,47,11,83,59,53,40,7,22,83,110,59,37,42,51,28
"TRAV11",0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,2,0
"TRAV12-1",352,127,138,87,274,243,212,129,26,98,176,305,293,160,202,288,129
"TRAV12-2",370,189,144,140,390,290,244,144,44,87,198,462,362,183,165,291,110
"TRAV12-3",251,111,113,101,296,195,192,139,33,60,139,311,268,215,161,185,69
"TRAV13-1",390,157,134,177,385,344,339,138,33,85,182,457,375,280,232,380,109
"TRAV13-2",165,64,76,73,169,167,134,56,10,27,78,238,165,94,128,79,45
"TRAV14DV4",232,94,79,40,172,218,163,86,59,53,128,261,216,115,106,141,52
"TRAV15",0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0
"TRAV16",101,58,41,45,93,80,53,38,6,25,54,110,72,95,55,56,46
"TRAV17",276,102,108,132,274,165,168,77,34,47,128,374,253,123,156,319,83
"TRAV18",22,11,13,9,32,15,18,4,2,8,9,17,21,19,7,13,8
"TRAV19",223,148,137,120,275,194,208,119,23,64,215,323,283,118,160,320,77
"TRAV2",146,64,50,72,127,98,90,76,17,30,71,163,158,93,49,67,40
"TRAV20",131,77,66,61,145,153,78,69,16,41,61,158,167,64,110,89,28
"TRAV21",295,169,126,96,343,223,284,90,23,82,151,319,287,175,206,190,101
"TRAV22",82,55,57,35,82,83,53,19,10,18,55,95,58,41,56,44,27
"TRAV23DV6",220,82,92,3,210,186,199,82,10,38,86,240,197,105,164,125,45
"TRAV24",83,47,36,92,71,50,63,38,1,24,46,94,78,39,50,53,21
"TRAV25",133,53,62,46,156,86,102,59,6,25,67,176,162,135,72,123,46
"TRAV26-1",229,90,102,115,212,121,189,76,13,48,104,147,170,133,134,160,39
"TRAV26-2",142,68,71,52,178,87,148,32,6,24,88,178,126,72,80,80,22
"TRAV27",150,95,79,72,181,91,103,48,16,27,85,112,105,74,94,69,31
"TRAV28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV29DV5",300,95,115,90,155,170,189,96,21,58,146,209,243,107,90,116,70
"TRAV3",224,88,63,64,156,148,128,70,22,60,100,183,155,111,74,132,54
"TRAV30",57,28,18,17,71,29,51,11,12,20,22,59,63,23,35,36,8
"TRAV31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV33",0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0
"TRAV34",37,9,5,9,23,19,23,3,4,9,13,23,30,16,14,22,8
"TRAV35",121,57,69,42,54,96,57,23,5,21,57,99,102,45,56,116,29
"TRAV36DV7",112,51,45,39,96,52,62,22,3,30,48,110,93,45,39,58,17
"TRAV37",0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,1,0
"TRAV38-1",78,41,53,46,97,66,53,13,8,13,69,79,78,40,38,41,10
"TRAV38-2DV8",116,67,100,79,143,123,119,53,14,42,107,104,87,117,87,96,52
"TRAV39",66,21,38,20,64,40,43,11,7,18,27,70,65,34,46,35,18
"TRAV4",175,149,148,95,140,198,174,96,17,70,113,157,137,158,123,142,56
"TRAV40",13,4,7,6,8,7,13,1,1,2,12,15,10,12,3,9,5
"TRAV41",120,79,98,60,131,76,114,31,11,26,54,149,133,89,56,103,35
"TRAV5",99,54,38,54,100,67,41,54,13,24,32,118,116,74,51,63,37
"TRAV6",100,34,31,43,81,73,56,37,6,25,46,87,101,70,47,62,25
"TRAV7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TRAV8-1",116,57,51,37,147,77,76,82,13,54,57,109,108,84,64,70,44
"TRAV8-2",190,81,89,67,192,133,125,100,26,63,81,160,153,139,119,102,58
"TRAV8-3",266,118,100,94,290,143,210,115,24,65,115,274,275,149,138,162,63
"TRAV8-4",200,81,108,56,178,141,182,87,16,38,108,224,184,178,115,106,64
"TRAV8-5",64,6,7,15,30,24,8,7,1,15,13,44,45,21,16,71,9
"TRAV8-6",190,138,123,137,222,150,207,93,11,59,97,209,167,150,139,116,66
"TRAV8-7",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"TRAV9-1",0,1,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0
"TRAV9-2",315,176,162,140,333,227,299,126,39,61,131,401,341,176,233,233,113
"TRBC1",10432,4571,5825,3913,6281,6996,6175,3421,1252,2669,6080,9158,9077,5749,4266,6922,2479
"TRBC2",12367,6547,8571,4801,12750,13530,10453,6686,2109,4372,6262,13500,12830,8538,6719,10653,3786
"TRBD1",136,74,91,60,121,92,110,53,13,35,92,181,116,76,86,67,63
"TRBJ1-1",19,19,20,11,23,7,18,13,4,6,17,22,39,21,8,14,8
"TRBJ1-2",5,2,4,3,7,3,5,1,0,0,3,3,7,10,5,3,4
"TRBJ1-3",62,48,39,31,119,33,53,21,7,15,69,119,88,92,66,49,19
"TRBJ1-4",59,46,45,64,110,26,52,48,10,18,82,114,98,80,94,38,25
"TRBJ1-5",71,80,50,49,125,63,62,27,5,36,73,124,106,110,70,55,48
"TRBJ1-6",115,91,71,88,146,41,101,47,13,40,107,195,140,133,124,60,42
"TRBJ2-1",13,13,1,5,8,7,8,4,3,3,4,25,19,15,11,16,7
"TRBJ2-2",6,4,5,7,18,4,6,5,3,4,5,11,6,11,5,5,1
"TRBJ2-2P",100,64,43,35,56,49,26,34,9,38,64,88,69,69,29,49,20
"TRBJ2-3",198,103,128,85,123,126,105,96,32,85,105,157,139,209,71,189,82
"TRBJ2-4",8,6,6,11,9,6,13,8,0,2,12,24,17,19,10,13,2
"TRBJ2-5",4,3,10,16,10,5,8,3,3,0,4,16,12,4,5,11,1
"TRBJ2-6",18,9,13,24,21,17,24,11,4,5,16,23,16,15,27,17,3
"TRBJ2-7",16,29,17,20,89,24,34,20,2,10,29,76,37,23,22,18,7
"TRBV1",14,17,6,4,11,7,10,5,1,4,1,15,9,13,13,6,0
"TRBV10-1",39,13,15,13,45,46,18,11,4,12,19,16,12,42,19,20,3
"TRBV10-2",63,77,32,3,77,73,47,36,7,18,205,43,39,42,58,31,24
"TRBV10-3",165,104,158,115,272,208,232,120,33,46,156,357,288,147,136,138,93
"TRBV11-1",34,0,0,13,22,18,37,13,4,10,16,13,19,30,23,13,10
"TRBV11-2",235,139,173,96,318,252,153,69,24,70,184,246,201,112,172,150,57
