Gene	GSM3288224_Sample_01-TI_Fe73	GSM3288229_Sample_03-TITD_Fe46	GSM3288232_Sample_04-TITD_Fe50	GSM3288235_Sample_05-TITD_Fe80	GSM3288238_Sample_06-TITD_Fe28	GSM3288241_Sample_07-TI_Fe77	GSM3288246_Sample_09-TITD_tripletC	GSM3288249_Sample_10-TI_tripletH	GSM3288252_Sample_11-TITD_tripletQ	GSM3288255_Sample_12-TITD_tripletW	GSM3288256_Sample_12-TITD_exTM_tripletW	GSM3288258_Sample_13-TITD_tripletS	GSM3288261_Sample_14-TI_tripletA	GSM3288264_Sample_15-TITD_tripletG	GSM3288268_Sample_16-TITD_tripletJ	GSM3288276_Sample_18-TI_tripletT
LINC00208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00211	0	2	2	9	7	12	3	16	14	4	2	25	4	7	6	5
LINC00221	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LINC00222	0	1	0	0	0	0	0	0	1	1	2	0	2	4	0	0
LINC00226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00238	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LINC00239	0	1	0	3	1	2	0	0	0	0	0	3	0	2	0	0
LINC00240	0	0	8	0	0	1	0	0	0	0	0	4	0	0	0	1
LINC00242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC00244	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00260	58	10	10	10	6	12	6	17	18	5	10	15	5	10	11	9
LINC00261	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0
LINC00264	11	2	0	1	2	3	0	2	0	1	4	9	1	5	2	1
LINC00265	174	70	43	135	73	97	12	15	24	12	41	121	18	32	10	20
LINC00266-1	0	3	0	6	0	2	0	1	0	3	1	4	0	2	2	0
LINC00266-3	0	0	0	1	0	3	0	0	0	14	2	0	0	0	1	1
LINC00269	68	2	1	3	8	3	5	17	8	4	5	25	3	12	5	4
LINC00271	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC00272	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC00273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00276	0	1	1	2	3	0	1	0	1	0	0	4	1	1	0	1
LINC00278	0	0	4	6	7	0	0	0	0	0	0	0	9	11	15	28
LINC00280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00282	0	2	2	3	3	6	1	2	1	3	1	8	3	7	3	2
LINC00284	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
LINC00290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00293	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC00294	171	130	75	177	124	184	36	101	100	85	184	215	80	172	131	185
LINC00297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00299	0	3	1	1	3	1	0	0	0	1	0	0	0	0	1	2
LINC00301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00304	0	0	1	2	1	0	0	0	2	0	1	0	1	1	0	0
LINC00305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00307	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LINC00308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00309	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC00310	12	1	0	0	1	2	1	1	1	0	1	7	2	0	0	1
LINC00311	85	15	8	13	11	12	12	20	17	13	22	36	11	12	16	9
LINC00312	0	0	0	0	0	1	0	0	0	0	1	2	0	1	3	1
LINC00313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00314	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	2
LINC00316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00319	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LINC00320	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
LINC00322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00323	0	0	0	0	0	7	0	0	0	0	0	70	0	0	0	0
LINC00324	86	12	6	25	14	46	1	4	9	11	9	37	4	8	6	4
LINC00326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00327	35	2	5	6	2	12	6	5	7	7	9	17	5	7	8	6
LINC00330	12	5	2	6	3	3	11	12	16	6	3	18	10	8	8	4
LINC00331	28	4	3	2	0	3	0	0	1	0	0	6	0	2	0	0
LINC00332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00333	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0
LINC00336	6	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0
LINC00337	0	10	1	6	1	4	3	3	2	0	4	11	0	5	5	10
LINC00339	57	141	133	192	190	243	44	35	279	38	136	601	156	300	216	183
LINC00341	695	244	169	358	269	410	121	89	528	293	572	562	434	1056	351	520
LINC00342	162	63	50	76	56	106	10	4	30	9	21	118	23	94	27	19
LINC00343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00346	135	44	22	25	58	7	11	8	17	27	5	28	7	20	4	7
LINC00347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00348	0	2	2	0	1	2	0	1	1	0	0	1	1	9	1	1
LINC00350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00351	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC00353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC00354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00364	0	2	0	1	2	1	0	0	1	1	0	0	0	0	0	0
LINC00365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00366	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
LINC00367	0	0	0	1	1	0	0	0	1	0	0	0	2	3	1	5
LINC00368	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0
LINC00371	0	3	3	12	6	6	2	3	5	12	8	6	10	11	5	2
LINC00375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00377	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00379	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1
LINC00380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00381	0	0	0	1	0	0	1	0	0	0	1	3	1	0	1	0
LINC00382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00383	0	0	1	2	3	1	3	0	1	1	0	4	0	2	5	3
LINC00392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00399	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
LINC00400	0	4	0	1	1	0	0	1	0	0	0	1	3	1	0	0
LINC00403	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00408	0	1	0	0	1	0	0	0	0	2	0	2	0	0	1	0
LINC00410	37	1	0	0	0	0	0	1	1	1	1	6	0	0	0	0
LINC00411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00412	0	2	0	7	2	4	1	0	6	5	8	8	3	5	7	9
LINC00417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00426	0	1	0	0	1	10	0	4	0	0	0	20	0	6	0	0
LINC00428	0	4	0	2	1	1	2	1	0	2	3	2	2	2	1	4
LINC00431	0	0	0	2	3	0	0	0	2	1	1	0	0	3	0	4
LINC00433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00434	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0
LINC00437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00441	3	4	2	1	5	1	5	6	18	4	3	18	5	12	8	4
LINC00442	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LINC00443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC00445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00458	0	4	0	9	0	4	3	0	8	6	4	1	3	5	3	5
LINC00460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00462	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC00463	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
LINC00466	22	3	2	4	5	3	4	5	8	0	3	6	1	0	1	3
LINC00467	293	63	75	61	79	47	37	28	99	29	41	59	78	67	60	59
LINC00469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00470	19	1	1	2	7	3	4	2	5	6	1	7	0	8	3	5
LINC00471	3	5	5	11	4	5	1	5	7	1	2	12	8	13	6	3
LINC00472	0	1	0	2	0	0	0	1	0	1	1	0	0	0	1	0
LINC00473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00475	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
LINC00476	213	34	48	72	60	110	54	155	185	47	52	297	56	91	101	67
LINC00477	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
LINC00479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00482	0	0	1	1	5	14	1	2	2	0	7	164	2	3	3	3
LINC00483	22	6	1	13	5	6	6	4	12	6	10	15	11	8	4	5
LINC00485	11	3	3	5	5	3	5	5	7	2	4	14	0	9	5	4
LINC00486	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC00487	0	0	0	3	3	3	3	0	2	16	11	7	7	4	0	18
LINC00488	9	2	1	1	1	4	3	4	5	2	1	8	3	4	1	1
LINC00489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00491	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC00492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00493	672	361	349	586	358	544	150	85	430	163	257	1182	311	651	427	299
LINC00494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00501	4	5	2	3	3	1	5	7	6	9	2	13	3	5	5	2
LINC00502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00504	74	31	24	62	38	26	37	56	126	38	55	330	41	72	57	56
LINC00506	66	8	14	34	25	25	19	42	78	17	26	171	18	46	41	26
LINC00507	17	10	10	16	16	7	8	12	8	15	14	29	6	20	15	21
LINC00508	25	2	1	8	3	2	11	17	8	9	5	22	6	7	11	8
LINC00511	0	2	0	2	0	3	1	0	0	0	0	2	0	0	0	2
LINC00514	55	19	8	18	11	11	10	35	37	13	10	76	16	18	18	15
LINC00515	0	0	1	5	0	8	1	1	8	0	1	6	6	3	7	2
LINC00518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00520	97	32	35	10	26	107	0	0	0	0	1	5	1	4	0	0
LINC00521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00526	2	21	37	40	42	50	4	8	36	13	25	42	33	102	38	24
LINC00528	94	16	17	27	33	111	6	4	6	11	8	150	8	22	7	14
LINC00534	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0
LINC00535	0	0	0	0	0	0	0	1	0	1	0	19	0	0	0	0
LINC00536	0	4	0	1	1	2	0	0	2	0	1	2	1	2	0	1
LINC00538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00539	16	1	2	0	3	17	0	2	0	0	3	299	1	12	3	0
LINC00540	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
LINC00544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00545	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC00547	13	14	7	17	1	10	5	5	6	10	17	22	13	20	12	11
LINC00548	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0
LINC00550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00554	0	0	0	3	1	0	0	0	0	0	1	1	0	0	0	0
LINC00557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00559	0	1	2	7	5	2	3	1	7	7	8	6	4	13	3	7
LINC00562	20	5	4	12	3	5	2	5	10	8	5	9	5	6	5	10
LINC00563	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0
LINC00564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00565	44	1	1	3	5	0	1	1	0	1	0	3	0	1	0	0
LINC00566	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LINC00570	7	7	4	38	12	15	70	28	281	201	202	22	43	57	116	173
LINC00571	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
LINC00572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00574	0	0	2	0	1	2	0	0	0	0	1	1	0	1	0	0
LINC00575	0	0	0	1	0	0	1	0	0	0	1	2	0	1	4	1
LINC00577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00578	0	4	2	5	2	6	6	7	12	5	7	6	3	9	1	2
LINC00581	52	1	2	2	4	3	4	7	8	2	4	10	4	1	5	1
LINC00582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00592	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC00593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00595	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
LINC00597	0	0	1	2	0	0	0	0	0	0	1	1	0	1	1	1
LINC00598	25	8	8	14	4	5	9	18	15	13	10	24	12	15	13	9
LINC00599	77	5	14	0	22	67	14	17	6	2	28	317	10	50	17	7
LINC00601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00605	0	3	0	0	0	3	0	2	1	0	1	5	0	1	1	2
LINC00606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00607	0	3	2	21	0	2	6	2	4	51	25	10	5	11	33	17
LINC00608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00612	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC00613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00615	0	0	0	1	1	1	1	1	5	4	3	4	1	0	8	7
LINC00616	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC00618	30	3	4	8	3	7	9	17	37	9	12	21	17	27	19	23
LINC00619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC00622	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LINC00623	66	35	30	21	33	137	7	9	11	5	13	409	20	61	20	22
LINC00624	0	3	0	0	0	2	0	0	0	0	0	0	2	2	0	1
LINC00626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00628	0	0	0	0	0	1	0	0	1	16	2	0	2	2	2	5
LINC00629	0	2	0	2	0	1	0	0	1	1	3	8	1	1	2	1
LINC00630	0	27	12	28	17	4	0	0	7	2	28	1	10	33	8	11
LINC00632	2	4	1	5	2	4	1	9	3	7	10	9	2	6	8	3
LINC00633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00634	6	3	5	10	3	2	5	6	4	0	3	6	2	4	3	0
LINC00635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00637	24	6	4	5	5	6	4	14	7	6	2	10	3	3	6	7
LINC00638	0	3	9	6	9	16	3	12	6	1	3	24	5	12	5	7
LINC00639	0	2	0	5	1	14	0	0	0	0	0	2	0	0	0	0
LINC00640	0	0	1	2	0	3	0	0	1	0	0	0	0	4	2	0
LINC00641	44	131	105	135	117	58	40	54	160	96	282	119	119	161	199	150
LINC00642	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC00643	0	8	1	1	2	0	0	0	0	1	2	0	0	0	0	1
LINC00644	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LINC00645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00648	0	0	0	0	0	0	0	0	1	3	0	30	1	0	1	1
LINC00649	49	13	2	19	19	15	8	21	24	11	24	67	11	18	18	16
LINC00652	23	3	0	2	1	3	1	0	1	1	6	2	2	1	2	4
LINC00654	0	1	4	5	7	20	1	0	1	26	8	21	3	1	4	7
LINC00656	0	1	11	5	13	129	24	23	51	149	241	24	48	134	104	135
LINC00657	523	2540	1542	1739	1978	1477	770	560	2071	1083	1875	3230	1500	2941	2206	1756
LINC00658	0	0	0	0	1	5	0	0	0	2	1	0	0	0	0	0
LINC00659	7	4	2	7	6	0	0	1	0	0	0	0	0	0	0	0
LINC00661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00662	18	24	15	21	41	22	7	7	13	6	9	34	8	19	8	3
LINC00663	75	7	17	9	9	34	17	19	21	16	17	66	12	19	11	8
LINC00664	0	2	6	3	0	22	5	6	18	23	38	22	0	3	36	0
LINC00665	59	9	9	24	4	36	18	80	47	9	25	106	13	13	23	17
LINC00667	451	243	250	370	284	470	55	36	212	129	278	293	193	478	249	244
LINC00668	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0
LINC00669	0	25	12	7	16	11	2	0	17	9	27	17	12	67	13	8
LINC00670	43	15	7	7	7	18	2	2	6	4	7	27	7	18	4	7
LINC00671	36	6	2	4	5	4	4	21	12	7	2	18	4	3	7	4
LINC00672	57	8	20	26	23	36	8	29	32	16	12	74	16	30	22	13
LINC00673	0	3	0	1	0	0	0	7	1	1	0	6	2	4	3	0
LINC00674	310	525	256	390	397	512	36	51	103	34	76	554	97	263	100	34
LINC00675	0	2	1	1	6	0	0	0	0	0	0	1	0	0	0	0
LINC00676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00678	32	1	2	2	3	5	2	0	2	3	2	6	4	0	4	4
LINC00681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00682	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC00683	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC00684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00685	0	3	1	0	2	6	0	3	0	1	4	3	0	5	0	2
LINC00687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00689	6	1	1	2	1	1	0	0	2	1	2	3	0	2	1	0
LINC00690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00691	0	2	1	1	1	0	0	3	0	0	1	1	0	0	1	1
LINC00692	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC00693	0	7	2	6	5	0	0	0	0	0	0	0	0	0	0	0
LINC00696	0	1	0	6	1	3	2	3	2	0	1	6	1	1	2	0
LINC00698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00700	2	2	3	2	2	3	6	11	10	5	2	17	3	2	6	4
LINC00701	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
LINC00702	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC00703	0	0	0	2	3	2	0	0	0	0	2	0	1	2	0	0
LINC00704	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LINC00705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00706	0	0	0	0	0	0	1	0	0	5	0	0	0	0	2	1
LINC00707	3	1	2	4	0	1	0	3	1	3	2	9	3	3	2	4
LINC00708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00710	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00824	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC00836	0	0	0	1	3	0	1	0	0	0	0	0	1	0	0	0
LINC00837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00839	1	7	3	4	1	8	4	0	12	2	3	42	2	4	8	1
LINC00840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00842	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0
LINC00844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00847	53	114	139	119	159	330	20	14	128	31	53	422	65	273	71	56
LINC00850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00852	33	37	15	48	29	17	4	1	18	13	16	29	27	22	12	35
LINC00853	6	7	38	24	25	38	28	49	53	78	63	52	19	75	35	40
LINC00854	14	0	2	0	2	9	0	1	3	1	3	10	2	1	1	1
LINC00856	0	0	1	0	0	1	0	1	0	4	0	7	0	0	0	0
LINC00857	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0
LINC00858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00861	32	1	5	4	5	3	7	13	3	5	8	16	2	6	3	5
LINC00862	0	1	2	2	1	3	0	0	1	0	2	2	3	2	2	4
LINC00864	5	0	5	11	3	12	7	3	6	4	4	46	3	6	3	4
LINC00865	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
LINC00866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00867	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC00869	26	26	12	10	30	67	2	6	10	6	6	150	4	21	17	5
LINC00870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00877	0	0	0	0	1	6	0	0	0	4	1	14	0	0	1	0
LINC00879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00880	0	0	2	2	0	4	1	0	0	1	2	2	1	0	0	0
LINC00881	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0
LINC00882	0	1	0	0	1	4	0	0	0	0	1	0	1	0	0	2
LINC00883	2	32	20	40	35	44	3	4	8	7	24	16	23	35	31	25
LINC00884	81	20	13	12	29	28	12	14	20	2	5	40	8	34	14	7
LINC00885	0	1	0	3	3	1	1	1	3	7	3	1	2	19	3	2
LINC00886	5	7	5	10	7	3	0	6	13	7	4	29	3	7	5	7
LINC00887	3	2	2	1	1	2	5	6	8	1	3	17	3	4	5	3
LINC00888	36	87	52	45	93	78	3	5	9	8	11	35	9	18	12	10
LINC00889	0	2	1	2	0	4	0	0	2	2	3	5	1	3	1	3
LINC00890	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0
LINC00891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00892	0	3	1	0	0	2	0	1	2	2	1	20	8	1	1	0
LINC00893	43	11	9	13	9	17	4	6	13	5	8	21	5	19	10	11
LINC00894	107	26	35	33	25	34	30	18	99	76	61	57	39	101	41	41
LINC00895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00896	48	0	1	4	0	9	0	0	0	1	0	5	0	0	0	0
LINC00898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC00899	0	9	15	19	17	26	0	5	25	39	26	61	10	19	13	11
LINC00900	0	1	0	1	1	7	2	1	2	2	3	38	5	11	2	4
LINC00901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00904	0	2	3	0	1	0	1	0	1	0	1	2	2	1	1	1
LINC00905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00906	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0
LINC00907	38	10	10	9	8	6	4	15	12	10	12	35	4	14	14	9
LINC00908	78	3	9	10	9	11	18	29	23	18	14	46	12	15	17	27
LINC00909	316	191	133	275	143	246	65	47	129	70	170	259	88	394	140	137
LINC00910	94	37	37	36	37	40	25	58	58	45	39	82	25	63	45	48
LINC00911	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
LINC00917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00920	0	0	0	0	0	3	0	0	0	0	0	3	0	2	0	0
