"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17"
"CASP10",10.2720847136752,10.2570204558291,10.3400428207159,10.5111864772322,10.4143348017894,10.4432433133278,10.7070958200316,10.3023928990721,10.2464727090201,10.2347299800905,10.3327219987585,10.4643646065109,10.4021763269977,10.2646549937391,10.4930884525534,10.1537375308768,10.3586651666445
"CFLAR",12.4725295847548,13.1549421387467,12.9310438339703,12.8139325700262,12.4431107826929,12.7996741975908,13.0816584696251,13.8441045017893,13.4155546708074,13.0474029750694,13.2037881530008,12.4467773298658,12.4262275509029,13.1468420755106,13.1111935714255,13.2083343250804,12.7990285169264
"TFPI",4.93576185003708,4.72220291137546,5.15244234408828,5.02408589694071,5.55334784729968,5.33508440743694,4.36472021386108,5.25839213067742,5.54972072028875,4.99301959980902,5.06704395558433,4.71400987342534,5.19350599912051,4.88400219634204,5.57994588044492,5.82797766783793,5.25755258638292
"NDUFAF7",8.07170579507059,7.95434736602463,7.72965244486871,7.87299878351911,8.23752776315065,8.2475514508625,8.18983378226972,7.69296041201598,7.96034513430355,8.033853601165,7.5846293517532,7.90027659067525,7.94544485791196,7.95693069169995,7.80485322933712,8.00944094438961,7.70549135123288
"RBM5",11.989959175588,12.3698592028229,12.09701221421,12.210740105433,12.1597515154147,12.3169906422899,12.2164690097647,12.2603153055599,12.1397380957109,12.1393298915162,12.258490491938,12.0759452012774,12.0376228932256,12.3405802988317,12.0290358066777,12.1682338979806,11.974345683824
"MTMR7",3.96838625440929,3.96838625440929,3.96838625440929,4.55554361706861,3.96838625440929,4.23605059457394,3.96838625440929,4.41111773367661,4.70353825853414,4.36262442046824,3.96838625440929,4.30480017357658,4.22570356327346,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929
"SLC7A2",3.96838625440929,3.96838625440929,4.41123888171356,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929,3.96838625440929
"ARF5",11.4105114831819,11.0432598407193,11.5049251684204,11.2900119343996,10.7615424849814,10.9042459257324,10.9265382846308,11.6506725723405,11.1404000618935,11.4377838500638,11.0422339134328,10.7183123698525,10.674493385703,10.8934944680099,11.4934392986736,11.7297875894885,11.3105641758616
"SARM1",8.975127198881,9.20783363704899,9.0200543914246,9.23832991348752,9.28814242711888,9.41379117799233,9.24948679310407,8.78402212270943,8.90073966445165,8.91423628117272,9.01292968487257,9.2378183820237,9.29359642262876,9.15223312505239,8.90586736376289,8.86665681062735,9.20469381873523
"POLDIP2",10.2096570203257,10.0452958180479,10.1920410875055,10.2309492364891,9.57263705201829,9.85467004252049,9.94320329706074,10.1765221705576,10.093977275419,10.2501409433168,10.0942419192348,10.0175837716926,10.0465676969249,9.75405885144777,10.422008961584,10.0374524973997,10.0374268941518
