"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"FKBP4",8.18155102443881,7.77219409688867,7.59428497753756,7.77269299019265,7.67156351954195,7.55427688489154,7.5087346646098,8.02130907326364,7.65076565576049,8.00317752711942,8.05197650080148,8.23230263533791,7.79838362317449,7.21107584454986,7.74095685817726,7.70842277796147,8.0216990535454,8.58225811823563,7.94092877662717,7.70903653264183,8.84960079609578,8.27280459579051,7.76841707189058
"KDM1A",8.29825173294928,8.00488697296092,7.78128006142315,7.47712764199248,7.97303731690509,7.35828444430332,7.73139246730024,7.66403005495683,7.71837412772537,7.82016992358945,7.64682117892574,7.97847853909056,7.89776632415056,7.7464764965937,7.63268197470488,7.85259855279608,7.79296260253828,7.71608028053011,7.63441439563207,8.05706461926273,7.64818675945387,7.82565046866914,7.99687646140377
"RBM6",10.2460600858018,9.1319318310582,9.09745283281859,8.9857786692607,9.3059286731988,9.11442445141309,9.24024134776773,9.31590615817393,9.02576569697646,9.18489007851455,9.31974766457898,9.12038786426238,9.20804815931593,9.29478491508211,9.35122875132337,9.13699508270231,9.30498968750503,9.29664704629736,9.14277835925273,9.34120618160438,9.4597313614354,9.05959318721851,9.37826207172295
"CAMKK1",7.88570952713281,6.99448776063159,6.92590457673044,6.76606247407024,6.6591880801487,7.57849943585363,6.21351675218278,6.97054352914394,6.8936044807608,7.07954374384593,7.06041189012586,6.75615553728953,6.26068022340665,7.21107584454986,7.38808379056262,7.30778834800303,7.20760785811483,6.7782798840029,6.70655189906357,6.57731924276743,6.92198534131392,6.49554978110523,6.37102406335268
"RECQL",7.65987123364024,7.8750654600781,8.22963467453893,8.17754774505417,8.14445444677285,8.01531559861725,7.85303774105945,8.14578993794926,8.13994255320912,7.68626697158256,8.21285517135299,7.46660207332387,8.09209872605846,8.05347973759802,8.0117862080218,8.02140462513819,8.13266738139824,7.68549104995239,7.87309955580765,7.77768126417822,7.7386332975748,8.02869300885479,8.04719857577327
"VPS50",7.30505124212279,6.55761087392802,7.31516801976777,6.74341612874384,7.10608375565663,6.77972746378459,7.15318795873547,7.23320353414871,7.31430632743951,6.97431779448694,7.45244890125485,6.80035007762817,7.13454396869057,7.05029229000228,7.06946663391952,6.97739083742511,6.93475610899303,6.80710028408413,7.15172073208242,6.72445252389889,6.80302588289175,6.79127758466233,7.43179535256367
"HSPB6",3.07231208120853,3.07231208120853,3.07231208120853,3.71273624242449,3.07231208120853,3.51385598522298,3.07231208120853,3.07231208120853,3.07231208120853,3.58007452728111,3.07231208120853,3.07231208120853,4.04418380533799,3.57654216378982,3.07231208120853,3.45957499285399,3.07231208120853,3.07231208120853,3.74793911666943,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853
"ARHGAP33",4.72024966789371,4.69982103720092,5.03114690557398,5.334196673137,5.50601010130381,5.53171691075648,5.78690980134581,5.09797296194218,5.08713201043406,4.61215801231216,5.016938936782,5.32662594011322,5.05256307076284,4.96159178097372,5.29598254862701,5.27712168861494,4.60220480888752,5.56239881083197,5.37208959568253,5.74171012631456,5.16984871887762,4.98699642518929,5.36261766759835
"NDUFAB1",9.63298077986541,7.01365857263636,6.62005668472398,7.13955596697369,6.61568705853611,6.75859674314121,6.8355910272195,6.80853292523704,6.81312435394888,7.14562860254664,6.93334036754725,7.07647037298649,6.3578985517109,6.64661606107876,6.75104275153244,6.79834002585412,6.94835510595774,6.59192155998815,6.90154733937925,6.63801063990309,6.71153985256839,7.09772395940501,7.02941139317606
"PDK4",5.70399656227937,6.2350895457158,6.05019103537509,7.01302022104573,6.52447427149356,7.14753312633245,6.8355910272195,7.37585964823873,6.64876639931283,5.87725069300793,7.13445823420762,6.86417608939382,6.70965862171184,6.74826372231379,6.62687310766849,6.75803325976357,6.77594082856438,6.68814807536885,6.31849827706021,6.65767876317601,5.85504727209761,7.60135604029629,6.46737226507892
